Global-100,#genre#
大陆31,https://dadi-bo.com/20181214/AiWZdPFj/index.m3u8?skipl=1

Global-106,#genre#
1.2米大长腿第01集,https://lbbf9.com/20200225/GmbOWiPB/index.m3u8
1.2米大长腿第02集,https://lbbf9.com/20200225/IfoWBV5a/index.m3u8
https://github.com/wwb521/live?tab=readme-ov-file國產源擼閣①,https://lbbf9.com/20191102/8tOZ9w12/index.m3u8
國產源擼閣②,https://lbbf9.com/20191030/hwjpxFVH/index.m3u8
國產源擼閣③,https://lbbf9.com/20191030/8Zgys1TO/index.m3u8
國產源擼閣④,https://lajiao-bo.com/20190501/HtOWsWii/index.m3u8
國產源擼閣⑤,https://lbbf9.com/20191031/MS9Rth4m/index.m3u8
國產源擼閣⑥,https://lbbf9.com/20191029/Nh4ivuGD/index.m3u8
國產源擼閣⑧,https://lbbf9.com/20191112/mHGSHyLg/index.m3u8
國產源擼閣⑩,https://lbbf9.com/20191112/hritZ6s1/index.m3u8
童心未泯國產源①,https://lbbf9.com/20191113/Z5tt1lLV/index.m3u8
童心未泯國產源②,https://lbbf9.com/20191113/te2K6ssy/index.m3u8
童心未泯國產源⑤,https://lbbf9.com/20191113/blhH8Gfa/index.m3u8
童心未泯國產源⑥,https://lbbf9.com/20191113/70oWnMVT/index.m3u8
童心未泯國產源⑧,https://lbbf9.com/20191113/1Zdq30pq/index.m3u8
童心未泯國產源⑩,https://lbbf9.com/20191030/NViQtRx2/index.m3u8
老板2波援交妹第02集,https://lbbf9.com/20200225/VhmvzJR5/index.m3u8
老板2波援交妹第03集,https://lbbf9.com/20200225/TlG20h4V/index.m3u8
老板2波援交妹第04集,https://lbbf9.com/20200225/B54PTXtF/index.m3u8
老板2波援交妹第05集,https://lbbf9.com/20200225/Cl9ik7Lz/index.m3u8
老板2波援交妹第06集,https://lbbf9.com/20200225/43qGv2we/index.m3u8
聊斋02孽欲狐鬼,https://vod1.ttbfp2.com/20210929/3huDJht8/index.m3u8
聊斋03艳蛇,https://vod1.ttbfp2.com/20210928/ycOAu8lj/index.m3u8
金瓶双艳,https://vod1.ttbfp2.com/20210929/p1JQPbms/index.m3u8
香港三级23,https://lbbf9.com/20200521/qzExaFVB/index.m3u8
香港三级24,https://lbbf9.com/20200414/foB4dTFu/index.m3u8
香港三级25,https://lbbf9.com/20200414/dLUOZtRC/index.m3u8
香港三级26,https://lbbf9.com/20200521/Xqz2rxnM/index.m3u8
香港三级28,https://lbbf9.com/20200521/IMsAMz5x/index.m3u8
香港三级6,https://vip2.fhbf9.com/20210804/oKa5if6u/index.m3u8
